Project_ID,Project_Type,Team_Size,Project_Budget_USD,Estimated_Timeline_Months,Complexity_Score,Stakeholder_Count,Methodology_Used,Team_Experience_Level,Past_Similar_Projects,External_Dependencies_Count,Change_Request_Frequency,Project_Phase,Requirement_Stability,Team_Turnover_Rate,Vendor_Reliability_Score,Historical_Risk_Incidents,Communication_Frequency,Regulatory_Compliance_Level,Technology_Familiarity,Geographical_Distribution,Stakeholder_Engagement_Level,Schedule_Pressure,Budget_Utilization_Rate,Executive_Sponsorship,Funding_Source,Market_Volatility,Integration_Complexity,Resource_Availability,Priority_Level,Organizational_Change_Frequency,Cross_Functional_Dependencies,Previous_Delivery_Success_Rate,Technical_Debt_Level,Project_Manager_Experience,Org_Process_Maturity,Data_Security_Requirements,Key_Stakeholder_Availability,Tech_Environment_Stability,Contract_Type,Resource_Contention_Level,Industry_Volatility,Client_Experience_Level,Change_Control_Maturity,Risk_Management_Maturity,Team_Colocation,Documentation_Quality,Project_Start_Month,Current_Phase_Duration_Months,Seasonal_Risk_Factor,Risk_Level
PROJ_1529,Healthcare,6,628543.44,8,3.65,9,Kanban,Junior,1,0,0.39,Monitoring,Stable,0.48,0.66,3,8.22,Low,New,4,Medium,0.12,0.7,Strong,Mixed,0.14,3.03,0.6,Critical,1.93,6,0.67,0.0,Junior PM,Ad-hoc,High,Limited,N/A,Hybrid,Medium,Moderate,Occasional,None,None,Partially Colocated,Basic,1,1,1.0,High
PROJ_1530,Manufacturing,7,615813.05,12,4.95,9,Agile,Junior,1,1,0.54,Closure,Moderate,0.15,0.93,3,0.74,Low,New,4,Low,0.03,0.94,Moderate,Mixed,0.43,2.35,0.84,Low,0.22,1,0.89,0.0,Junior PM,Managed,Low,Moderate,N/A,Hybrid,Low,Stable,Occasional,Basic,Basic,Hybrid,Excellent,5,5,1.0,Low
PROJ_1531,Marketing,14,889238.48,14,5.83,11,Agile,Mixed,0,2,0.17,Execution,Volatile,0.03,0.76,0,2.01,Low,Expert,4,Low,0.04,0.66,Moderate,Internal,0.51,3.25,0.42,High,1.63,4,0.63,0.0,Junior PM,Ad-hoc,Low,Excellent,N/A,Time & Materials,Medium,High,Occasional,Basic,Basic,Hybrid,Excellent,11,4,1.1,Medium
PROJ_1532,IT,12,941661.78,17,6.65,13,Agile,Expert,1,2,1.76,Closure,Moderate,0.06,0.68,2,2.51,High,Expert,5,Low,0.0,1.08,Moderate,External,0.49,1.75,0.99,Critical,1.09,7,0.9,0.52,Certified PM,Managed,High,Good,Mixed,Cost-Plus,Low,High,Strategic,Formal,Basic,Fully Remote,Excellent,8,5,1.0,Low
PROJ_1533,R&D,13,1178223.0,24,10.0,12,Agile,Mixed,1,7,1.58,Execution,Stable,0.33,0.74,1,1.66,Low,New,3,Low,0.04,0.96,Strong,Mixed,0.52,1.43,0.45,High,0.76,3,0.58,0.0,Mid-level PM,Ad-hoc,Medium,Poor,N/A,Fixed-Price,High,Extreme,First-time,None,None,Hybrid,Poor,6,3,1.0,Critical
PROJ_1534,R&D,19,1689379.43,24,9.62,13,Agile,Senior,5,6,1.59,Initiation,Stable,0.08,0.54,0,6.01,Low,New,2,Excellent,0.0,0.72,Strong,External,0.44,3.15,0.96,Low,2.02,3,0.81,0.0,Junior PM,Defined,Medium,Good,N/A,Hybrid,Low,High,Occasional,Formal,Basic,Hybrid,Good,11,4,1.0,Low
PROJ_1535,Construction,20,1130294.77,15,3.59,10,Waterfall,Senior,2,2,1.24,Initiation,Stable,0.03,0.38,4,1.65,Critical,Familiar,2,Poor,0.0,0.72,Moderate,External,0.87,7.93,0.33,Critical,1.55,5,0.93,0.0,Senior PM,Defined,Low,Limited,N/A,Time & Materials,Low,Stable,Regular,None,Basic,Hybrid,Poor,6,4,1.0,High
PROJ_1536,Construction,29,1779959.88,26,6.58,17,Waterfall,Mixed,1,3,1.17,Monitoring,Moderate,0.47,0.66,2,3.43,Medium,Familiar,5,Poor,0.0,1.09,Strong,Internal,0.46,5.63,0.57,High,0.54,7,0.85,0.0,Senior PM,Ad-hoc,Low,Limited,N/A,Fixed-Price,High,Moderate,Occasional,Basic,Basic,Fully Colocated,Poor,5,10,1.0,High
PROJ_1537,IT,11,838290.76,16,8.14,7,Scrum,Mixed,1,3,0.82,Closure,Moderate,0.32,0.62,1,1.45,Low,Familiar,3,Excellent,0.21,0.79,Moderate,External,0.56,7.19,0.91,Medium,0.56,1,0.71,0.78,Mid-level PM,Defined,Strict,Limited,Mixed,Fixed-Price,Medium,Moderate,First-time,Basic,None,Partially Colocated,Basic,2,4,1.0,High
PROJ_1538,Marketing,9,445169.8,10,4.48,7,Scrum,Mixed,0,1,1.79,Closure,Stable,0.5,0.93,8,1.82,Low,Familiar,2,Excellent,0.11,0.75,Strong,Internal,0.98,7.81,0.34,Low,0.49,7,0.96,0.0,Junior PM,Optimizing,Low,Moderate,N/A,Fixed-Price,Medium,Moderate,Occasional,Formal,Formal,Fully Colocated,Good,7,2,1.0,Low
PROJ_1539,Manufacturing,10,817780.68,9,3.0,9,Kanban,Senior,5,3,2.89,Planning,Volatile,0.35,0.69,2,0.98,Critical,Familiar,3,Poor,0.0,0.65,Strong,External,0.59,4.43,0.85,High,2.31,3,0.83,0.0,Senior PM,Defined,Low,Limited,N/A,Cost-Plus,Low,Stable,Regular,Advanced,Formal,Partially Colocated,Good,5,1,1.0,Low
PROJ_1540,Construction,29,1884499.48,24,5.02,19,Waterfall,Senior,6,1,3.16,Closure,Stable,0.16,0.79,1,6.6,Low,Expert,2,Poor,0.0,1.18,Moderate,Mixed,0.16,6.13,0.62,High,1.05,0,0.55,0.0,Mid-level PM,Optimizing,Low,Good,N/A,Fixed-Price,Medium,Stable,Regular,Advanced,Formal,Hybrid,Good,10,1,1.0,Low
PROJ_1541,R&D,18,1645011.32,23,10.0,15,Scrum,Senior,6,6,1.73,Planning,Stable,0.1,0.89,3,1.4,High,Familiar,5,Medium,0.08,0.76,Moderate,Internal,0.78,5.94,0.53,Critical,2.35,2,0.89,0.0,Senior PM,Ad-hoc,Low,Moderate,N/A,Time & Materials,High,Extreme,Occasional,Basic,Basic,Partially Colocated,Good,6,2,1.0,High
PROJ_1542,Marketing,18,1474633.34,22,7.78,10,Kanban,Mixed,1,5,2.99,Initiation,Stable,0.08,0.8,1,2.54,High,Familiar,4,Excellent,0.0,1.05,Strong,Internal,0.03,7.33,0.89,High,1.68,0,0.9,0.0,Mid-level PM,Optimizing,High,Good,N/A,Time & Materials,High,High,Strategic,Advanced,Advanced,Fully Colocated,Good,8,10,1.0,Low
PROJ_1543,R&D,21,1883108.2,22,8.11,17,Scrum,Mixed,1,5,1.69,Initiation,Moderate,0.44,0.65,2,6.76,High,New,3,High,0.0,1.03,Strong,Mixed,0.13,5.8,0.45,Medium,0.8,4,0.9,0.0,Mid-level PM,Managed,High,Moderate,N/A,Cost-Plus,High,Moderate,Regular,Formal,Formal,Partially Colocated,Good,4,4,1.0,High
PROJ_1544,IT,11,1353029.59,21,6.3,11,Kanban,Mixed,0,4,2.19,Closure,Volatile,0.41,0.9,3,3.33,Medium,Expert,3,Poor,0.0,0.79,Weak,Mixed,0.58,7.85,0.35,High,0.19,1,0.44,0.17,Mid-level PM,Optimizing,High,Good,Modern/Stable,Fixed-Price,High,High,Strategic,None,Advanced,Fully Remote,Poor,1,2,1.0,Medium
PROJ_1545,Construction,36,1978626.93,26,5.54,17,Waterfall,Mixed,0,4,0.59,Initiation,Volatile,0.47,0.78,3,4.93,Medium,New,1,Poor,0.0,1.07,Weak,External,0.53,8.25,0.88,Medium,0.62,5,0.41,0.0,Mid-level PM,Ad-hoc,High,Moderate,N/A,Fixed-Price,High,High,Regular,None,None,Fully Remote,Good,8,5,1.0,Critical
PROJ_1546,IT,12,930294.82,15,6.09,8,Scrum,Senior,2,3,0.94,Planning,Stable,0.41,0.49,0,10.6,High,Expert,3,Low,0.01,0.87,Moderate,External,0.05,2.35,0.8,Critical,1.57,5,0.74,0.82,Certified PM,Defined,High,Poor,Mixed,Cost-Plus,Medium,Moderate,Occasional,Formal,None,Fully Remote,Basic,10,1,1.1,Medium
PROJ_1547,Manufacturing,6,606762.52,11,3.73,8,Kanban,Mixed,2,2,5.49,Planning,Stable,0.31,0.62,1,2.5,Medium,Familiar,3,Medium,0.0,0.92,Weak,Internal,0.65,9.06,0.66,High,0.32,0,0.65,0.0,Mid-level PM,Ad-hoc,Strict,Excellent,N/A,Hybrid,High,Extreme,First-time,None,Formal,Hybrid,Basic,7,4,1.0,High
PROJ_1548,Manufacturing,5,290144.32,6,3.2,8,Kanban,Mixed,1,0,2.35,Planning,Stable,0.15,0.79,0,3.61,Critical,Expert,4,High,0.25,1.04,Strong,Mixed,0.23,9.93,0.68,Low,2.12,3,0.81,0.0,Junior PM,Defined,Medium,Moderate,N/A,Fixed-Price,Low,High,First-time,Basic,None,Fully Remote,Poor,7,1,1.0,Medium
PROJ_1549,IT,14,998230.34,15,6.41,13,Agile,Mixed,1,2,1.71,Closure,Stable,0.58,0.72,1,2.95,Low,Expert,3,Low,0.06,1.29,Moderate,Internal,0.49,6.73,0.79,Critical,0.39,1,0.79,0.42,Junior PM,Managed,High,Good,Modern/Stable,Hybrid,Medium,Extreme,Regular,Advanced,Basic,Partially Colocated,Poor,1,3,1.0,Medium
PROJ_1550,R&D,14,1244375.87,23,10.0,12,Agile,Junior,0,4,1.7,Initiation,Moderate,0.39,0.84,2,1.64,Low,New,3,Medium,0.08,0.88,Strong,Mixed,0.54,8.78,0.47,Critical,1.04,1,0.55,0.0,Junior PM,Ad-hoc,Medium,Limited,N/A,Hybrid,High,Extreme,First-time,None,Basic,Fully Remote,Good,2,5,1.0,Critical
PROJ_1551,Marketing,6,758424.66,13,4.41,8,Kanban,Senior,2,2,0.83,Execution,Moderate,0.05,0.8,1,2.69,Critical,Expert,5,Medium,0.0,1.18,Moderate,Mixed,0.88,5.94,0.78,Critical,0.79,0,0.96,0.0,Mid-level PM,Optimizing,Low,Limited,N/A,Time & Materials,Low,Stable,Occasional,Basic,Basic,Partially Colocated,Poor,3,2,1.0,Low
PROJ_1552,Construction,43,2405253.38,30,6.7,21,Waterfall,Senior,6,3,0.65,Execution,Moderate,0.06,0.62,1,1.34,High,New,2,Low,0.0,1.01,Moderate,Internal,0.77,3.72,0.56,High,1.43,0,0.63,0.0,Junior PM,Managed,High,Excellent,N/A,Time & Materials,High,High,Strategic,Basic,Formal,Hybrid,Good,12,4,1.0,High
PROJ_1553,IT,17,1661131.97,21,9.32,15,Agile,Senior,4,5,0.97,Execution,Moderate,0.07,0.5,0,3.16,Low,Expert,2,Poor,0.1,1.21,Strong,Mixed,0.67,8.02,0.44,Low,1.0,4,0.92,0.73,Senior PM,Defined,Strict,Moderate,Legacy/Unstable,Time & Materials,Low,High,Strategic,Basic,Formal,Fully Colocated,Poor,9,3,1.0,Critical
PROJ_1554,Manufacturing,13,542664.89,13,4.96,5,Hybrid,Expert,2,1,1.04,Closure,Moderate,0.17,0.76,1,2.31,High,Expert,3,Low,0.0,1.15,Moderate,External,0.54,3.15,0.88,Medium,0.81,6,0.85,0.0,Certified PM,Managed,Low,Poor,N/A,Time & Materials,Medium,Stable,Occasional,Formal,None,Fully Remote,Basic,11,2,1.0,Low
PROJ_1555,R&D,16,1184974.53,20,8.28,9,Scrum,Senior,3,3,1.77,Planning,Volatile,0.27,0.87,1,1.75,Medium,New,1,High,0.03,0.6,Moderate,External,0.74,3.07,0.79,Critical,0.32,7,0.52,0.0,Mid-level PM,Defined,Medium,Moderate,N/A,Fixed-Price,Medium,High,First-time,None,Basic,Partially Colocated,Poor,2,7,1.0,Critical
PROJ_1556,Construction,36,3014763.17,31,6.98,26,Hybrid,Expert,7,5,3.88,Closure,Stable,0.1,0.57,2,3.48,Medium,Familiar,2,Low,0.0,1.29,Moderate,Government,0.21,4.56,0.77,Critical,0.47,3,0.68,0.0,Senior PM,Managed,Low,Poor,N/A,Cost-Plus,Medium,Moderate,Strategic,Formal,Formal,Fully Remote,Basic,8,5,1.0,Low
PROJ_1557,Construction,16,1077789.11,13,3.67,13,Hybrid,Mixed,2,1,0.46,Execution,Moderate,0.48,0.66,2,1.38,Critical,New,4,Low,0.0,0.91,Weak,Internal,0.49,1.66,0.65,High,1.03,2,0.67,0.0,Mid-level PM,Defined,Medium,Poor,N/A,Time & Materials,Medium,Stable,Regular,Basic,Basic,Partially Colocated,Poor,10,3,1.0,Critical
PROJ_1558,IT,12,814365.48,17,6.03,10,Kanban,Mixed,1,2,5.89,Initiation,Stable,0.64,0.77,3,4.54,Medium,Familiar,2,Poor,0.0,0.69,Strong,Government,0.58,6.31,0.57,Medium,1.38,0,0.57,0.81,Mid-level PM,Optimizing,High,Poor,Modern/Stable,Hybrid,High,Moderate,Regular,None,None,Hybrid,Good,3,4,1.0,Critical
PROJ_1559,IT,10,995171.89,20,8.55,8,Agile,Senior,6,6,0.87,Monitoring,Moderate,0.28,0.76,2,2.16,Critical,Expert,4,Poor,0.06,0.81,Moderate,External,0.85,4.61,0.76,Medium,0.32,5,0.91,0.59,Senior PM,Managed,Strict,Poor,Legacy/Unstable,Time & Materials,Medium,Moderate,Occasional,Formal,Formal,Fully Colocated,Excellent,4,7,1.0,Critical
PROJ_1560,Marketing,5,532995.23,11,4.5,4,Agile,Senior,3,1,3.14,Initiation,Stable,0.15,0.91,3,6.1,Critical,Familiar,3,Medium,0.02,1.01,Strong,Mixed,0.47,7.86,0.46,Low,0.78,1,0.79,0.0,Senior PM,Managed,Strict,Moderate,N/A,Time & Materials,Medium,High,Regular,Formal,Formal,Fully Remote,Excellent,1,2,1.0,Medium
PROJ_1561,Construction,27,1500069.53,19,4.81,16,Waterfall,Expert,6,1,3.76,Initiation,Moderate,0.06,0.58,1,4.84,Low,Familiar,4,Low,0.0,1.3,Weak,Government,0.58,7.16,0.43,Medium,1.04,2,0.68,0.0,Senior PM,Optimizing,Medium,Poor,N/A,Hybrid,High,Stable,Occasional,Formal,Formal,Hybrid,Good,3,7,1.0,High
PROJ_1562,IT,16,1025799.1,20,7.61,8,Agile,Mixed,0,2,0.85,Execution,Stable,0.49,0.64,3,4.67,Critical,Familiar,3,Low,0.0,0.83,Moderate,Internal,0.08,7.39,0.82,Low,0.05,4,0.93,0.12,Senior PM,Managed,High,Limited,Mixed,Time & Materials,High,Moderate,Regular,Formal,Formal,Fully Colocated,Basic,9,4,1.0,High
PROJ_1563,R&D,22,2017695.5,26,10.0,15,Agile,Junior,4,7,0.61,Initiation,Moderate,0.68,0.65,0,1.45,Low,Familiar,4,High,0.0,0.75,Strong,Internal,0.73,2.09,0.49,High,0.24,4,0.81,0.0,Mid-level PM,Defined,Strict,Moderate,N/A,Cost-Plus,Medium,Extreme,Occasional,Formal,Basic,Partially Colocated,Good,1,1,1.0,Critical
PROJ_1564,IT,2,334512.99,7,3.52,9,Agile,Senior,5,1,1.59,Monitoring,Volatile,0.08,0.45,3,2.44,High,Expert,5,High,0.2,1.06,Strong,Internal,0.2,6.62,1.0,Critical,0.77,6,0.79,0.12,Senior PM,Managed,Low,Poor,Legacy/Unstable,Time & Materials,Medium,Moderate,First-time,Formal,Basic,Partially Colocated,Good,5,1,1.0,Medium
PROJ_1565,Construction,44,2522456.11,32,6.73,20,Waterfall,Junior,2,4,0.27,Initiation,Moderate,0.53,0.55,0,6.48,Medium,Familiar,4,Low,0.0,0.89,Moderate,External,0.43,2.14,0.85,Critical,0.51,2,0.72,0.0,Junior PM,Defined,Medium,Moderate,N/A,Fixed-Price,Medium,Moderate,Regular,Basic,Basic,Partially Colocated,Basic,3,12,1.0,High
PROJ_1566,Healthcare,12,586552.12,10,3.28,8,Waterfall,Senior,6,1,2.75,Planning,Volatile,0.33,0.51,2,6.75,Medium,Familiar,3,Medium,0.0,0.88,Moderate,Internal,0.37,7.42,0.77,Critical,1.36,1,0.54,0.0,Mid-level PM,Managed,High,Poor,N/A,Time & Materials,Low,Moderate,Regular,Formal,Advanced,Hybrid,Excellent,12,3,1.0,Medium
PROJ_1567,Construction,34,2510704.33,25,6.31,17,Hybrid,Mixed,1,5,0.59,Initiation,Stable,0.14,0.66,3,3.23,Critical,Familiar,2,High,0.0,0.6,Weak,Internal,0.49,3.23,0.6,Medium,3.77,5,0.87,0.0,Senior PM,Managed,Medium,Excellent,N/A,Time & Materials,High,Moderate,Strategic,Basic,Advanced,Hybrid,Basic,5,6,1.0,Low
PROJ_1568,IT,12,1039892.93,20,8.44,11,Scrum,Mixed,3,6,1.82,Planning,Volatile,0.34,0.43,0,2.97,Critical,Familiar,5,Excellent,0.05,0.82,Moderate,Mixed,0.06,6.84,0.65,Medium,0.08,7,0.79,0.95,Certified PM,Optimizing,High,Poor,Modern/Stable,Fixed-Price,Low,Moderate,Occasional,Advanced,None,Partially Colocated,Basic,5,1,1.0,Medium
PROJ_1569,Manufacturing,7,626091.19,10,5.08,9,Agile,Mixed,3,1,1.51,Closure,Stable,0.27,0.81,1,1.84,Low,Familiar,4,Medium,0.21,1.13,Moderate,Internal,0.45,6.79,0.49,Medium,0.95,5,0.72,0.0,Certified PM,Managed,Strict,Limited,N/A,Hybrid,High,Stable,Regular,None,None,Hybrid,Basic,1,2,1.0,Medium
PROJ_1570,Manufacturing,14,655317.73,15,5.27,9,Waterfall,Mixed,2,2,1.69,Monitoring,Volatile,0.57,0.69,2,1.63,Low,Expert,3,Poor,0.0,1.2,Weak,External,0.03,7.92,0.34,High,2.09,6,0.91,0.0,Mid-level PM,Optimizing,Medium,Moderate,N/A,Hybrid,Low,Stable,First-time,Advanced,Advanced,Fully Remote,Excellent,8,1,1.0,Medium
PROJ_1571,Marketing,12,858794.95,15,5.7,10,Hybrid,Mixed,0,4,0.52,Planning,Stable,0.22,0.52,0,2.34,High,Familiar,1,Poor,0.0,0.82,Moderate,External,0.19,8.74,0.36,Critical,1.49,4,0.8,0.0,Junior PM,Ad-hoc,High,Moderate,N/A,Time & Materials,Medium,Moderate,Occasional,None,Basic,Hybrid,Basic,4,3,1.0,High
PROJ_1572,IT,8,648081.87,14,6.67,5,Kanban,Senior,3,3,2.69,Execution,Moderate,0.14,0.79,4,1.53,High,Expert,1,Excellent,0.16,0.87,Strong,External,0.78,4.04,0.68,Critical,0.09,2,0.9,0.54,Senior PM,Managed,High,Moderate,Mixed,Fixed-Price,Low,High,Occasional,Formal,Advanced,Fully Remote,Basic,4,6,1.0,Low
PROJ_1573,R&D,12,1206338.51,19,6.81,14,Agile,Mixed,1,3,1.01,Initiation,Moderate,0.37,0.55,1,3.57,Critical,New,4,Medium,0.0,1.0,Moderate,Internal,0.74,6.82,0.54,High,0.06,3,0.53,0.0,Mid-level PM,Defined,High,Limited,N/A,Cost-Plus,High,Moderate,Regular,Basic,Basic,Partially Colocated,Basic,2,3,1.0,Critical
PROJ_1574,IT,11,643677.92,12,6.15,10,Agile,Senior,3,5,1.25,Initiation,Moderate,0.12,0.76,0,2.49,Medium,Expert,5,High,0.22,0.86,Moderate,Internal,0.98,1.96,0.84,High,0.73,6,0.91,0.71,Mid-level PM,Optimizing,High,Limited,Modern/Stable,Hybrid,Low,High,Occasional,Formal,Basic,Partially Colocated,Poor,3,3,1.0,Low
PROJ_1575,R&D,14,1469974.33,22,10.0,13,Agile,Senior,3,4,3.2,Closure,Moderate,0.38,0.77,3,2.9,Medium,New,5,Low,0.12,1.02,Weak,External,0.29,5.47,0.66,Low,0.29,5,0.55,0.0,Mid-level PM,Managed,Medium,Good,N/A,Time & Materials,High,High,Occasional,None,Formal,Fully Colocated,Basic,3,7,1.0,Critical
PROJ_1576,Construction,19,840253.44,15,4.67,9,Waterfall,Expert,5,2,1.03,Monitoring,Moderate,0.34,0.75,1,3.7,Medium,Familiar,1,Excellent,0.0,1.11,Moderate,Mixed,0.45,7.57,0.73,Critical,0.74,7,0.85,0.0,Mid-level PM,Managed,Medium,Good,N/A,Cost-Plus,Medium,Stable,First-time,None,Basic,Partially Colocated,Basic,11,2,1.0,Medium
PROJ_1577,Construction,36,2221907.16,29,6.39,17,Waterfall,Senior,4,3,1.45,Initiation,Volatile,0.09,0.69,0,2.26,Low,Expert,2,Poor,0.0,0.82,Moderate,Internal,0.23,2.18,0.35,Medium,0.2,3,0.87,0.0,Senior PM,Ad-hoc,High,Limited,N/A,Hybrid,Medium,Moderate,Regular,None,Basic,Hybrid,Good,9,5,1.0,High
PROJ_1578,IT,6,736063.16,12,5.98,7,Scrum,Junior,1,3,0.87,Closure,Moderate,0.42,0.79,3,6.41,Medium,Familiar,1,Poor,0.2,1.09,Weak,Internal,0.87,8.36,0.52,Medium,0.8,5,0.74,0.82,Certified PM,Optimizing,High,Limited,Mixed,Cost-Plus,Medium,Extreme,Occasional,Advanced,Formal,Fully Colocated,Good,9,3,1.0,Medium
PROJ_1579,Marketing,4,473442.47,6,2.75,4,Waterfall,Senior,5,3,0.93,Execution,Stable,0.42,0.52,0,1.93,Low,Expert,3,Medium,0.13,1.27,Moderate,Internal,0.54,4.83,0.73,Low,0.56,6,0.72,0.0,Senior PM,Ad-hoc,High,Limited,N/A,Cost-Plus,Low,Stable,Occasional,None,Basic,Partially Colocated,Poor,12,2,1.1,High
PROJ_1580,IT,9,632850.94,7,4.28,8,Scrum,Senior,2,2,1.6,Monitoring,Stable,0.28,0.51,1,4.41,Low,Familiar,4,Low,0.35,0.78,Moderate,External,0.39,9.25,0.34,Critical,1.27,4,0.62,0.22,Mid-level PM,Optimizing,Strict,Limited,Mixed,Fixed-Price,Low,Stable,Occasional,Advanced,Formal,Fully Remote,Basic,6,2,1.0,Medium
PROJ_1581,IT,11,1022476.03,17,8.53,12,Agile,Junior,2,6,1.98,Monitoring,Volatile,0.12,0.94,1,3.16,Low,Expert,1,Low,0.2,1.2,Moderate,Internal,0.87,1.54,0.37,Low,0.27,3,0.81,0.39,Junior PM,Ad-hoc,Strict,Excellent,Mixed,Hybrid,Medium,High,Occasional,None,None,Partially Colocated,Poor,1,2,1.0,Critical
PROJ_1582,Marketing,11,990313.6,15,5.18,13,Kanban,Expert,4,3,1.12,Closure,Volatile,0.27,0.71,2,3.63,High,Expert,2,Low,0.0,0.73,Moderate,Mixed,0.67,9.87,0.7,Medium,4.64,4,0.84,0.0,Mid-level PM,Optimizing,Medium,Moderate,N/A,Hybrid,Medium,Extreme,Regular,Advanced,Advanced,Fully Remote,Excellent,9,6,1.0,Low
PROJ_1583,IT,12,1346368.06,18,7.23,9,Scrum,Mixed,1,4,1.89,Closure,Moderate,0.6,0.9,0,1.27,High,New,4,Excellent,0.0,0.8,Moderate,External,0.75,7.94,0.59,Medium,1.08,5,0.84,0.41,Mid-level PM,Defined,Medium,Moderate,Modern/Stable,Time & Materials,Low,High,Strategic,Formal,Basic,Hybrid,Good,9,2,1.0,Medium
PROJ_1584,R&D,20,1579930.34,19,7.71,11,Agile,Senior,1,3,1.16,Closure,Moderate,0.11,0.61,0,0.68,Low,New,5,Low,0.01,0.86,Moderate,External,0.75,5.15,0.8,Critical,0.64,7,0.75,0.0,Senior PM,Managed,Medium,Poor,N/A,Fixed-Price,High,Stable,Regular,Formal,Formal,Fully Colocated,Excellent,2,6,1.0,High
PROJ_1585,IT,13,981502.03,13,6.15,12,Scrum,Mixed,1,2,0.89,Initiation,Moderate,0.46,0.73,4,5.97,Critical,Familiar,4,Low,0.15,0.65,Weak,External,0.34,7.96,0.57,Medium,0.27,5,0.97,0.88,Senior PM,Managed,Strict,Poor,Modern/Stable,Fixed-Price,Low,High,Strategic,Basic,Formal,Fully Remote,Good,11,4,1.1,High
PROJ_1586,IT,9,1011282.63,14,6.24,8,Agile,Senior,3,4,0.48,Monitoring,Moderate,0.4,0.66,0,3.78,Low,Familiar,2,Excellent,0.1,0.68,Strong,Mixed,0.07,5.3,0.9,Low,1.14,4,0.85,0.73,Mid-level PM,Managed,High,Moderate,Mixed,Time & Materials,Low,Stable,Strategic,Basic,Formal,Partially Colocated,Good,4,2,1.0,Low
PROJ_1587,IT,19,1371308.21,20,7.09,16,Agile,Junior,0,4,0.35,Monitoring,Volatile,0.23,0.96,1,4.58,High,Familiar,4,Poor,0.0,1.04,Strong,External,0.31,6.05,0.33,Low,0.41,3,0.86,0.81,Junior PM,Defined,Medium,Moderate,Mixed,Fixed-Price,Low,High,Strategic,Formal,Formal,Hybrid,Basic,9,2,1.0,High
PROJ_1588,Marketing,2,291120.38,5,3.28,4,Scrum,Senior,0,1,1.73,Monitoring,Volatile,0.11,0.85,2,3.91,High,Familiar,3,Excellent,0.39,0.97,Weak,Internal,0.81,5.59,0.37,Low,0.52,1,0.56,0.0,Mid-level PM,Managed,Medium,Moderate,N/A,Fixed-Price,Low,Moderate,First-time,Basic,Basic,Fully Colocated,Basic,2,1,1.0,High
PROJ_1589,Manufacturing,11,711277.02,11,4.22,8,Waterfall,Senior,1,3,0.54,Closure,Moderate,0.28,0.39,2,6.67,High,Expert,5,Excellent,0.0,0.76,Moderate,Government,0.71,2.32,0.79,High,0.92,3,0.58,0.0,Mid-level PM,Defined,Medium,Moderate,N/A,Hybrid,Low,Stable,Occasional,Basic,Formal,Hybrid,Excellent,11,3,1.0,Low
PROJ_1590,Construction,33,2454802.55,21,4.83,18,Hybrid,Junior,3,2,2.16,Closure,Moderate,0.52,0.79,4,2.22,Medium,Familiar,5,High,0.0,0.86,Weak,External,0.99,8.35,0.74,Critical,0.92,3,0.61,0.0,Mid-level PM,Defined,Low,Poor,N/A,Fixed-Price,Medium,High,Strategic,Basic,Formal,Fully Remote,Excellent,3,2,1.0,High
PROJ_1591,Construction,20,1094304.11,13,4.02,12,Waterfall,Senior,4,3,1.05,Planning,Stable,0.21,0.7,4,5.94,Low,Expert,3,High,0.0,0.61,Weak,Internal,0.43,1.55,0.33,High,0.13,1,0.55,0.0,Mid-level PM,Managed,Strict,Moderate,N/A,Time & Materials,Medium,Stable,Occasional,Formal,Formal,Fully Remote,Excellent,10,1,1.0,Medium
PROJ_1592,IT,8,641058.61,14,6.84,10,Agile,Mixed,1,2,2.0,Monitoring,Stable,0.38,0.81,5,4.78,High,Familiar,1,Excellent,0.18,0.93,Moderate,Mixed,0.7,9.73,0.58,Medium,0.26,0,0.95,0.22,Mid-level PM,Managed,High,Excellent,Mixed,Time & Materials,Medium,High,Occasional,None,Formal,Fully Colocated,Basic,1,4,1.0,Low
PROJ_1593,Marketing,4,475359.8,11,4.84,9,Agile,Mixed,0,2,0.4,Initiation,Volatile,0.2,0.55,2,5.16,Low,Familiar,4,Low,0.09,1.07,Strong,Internal,0.04,6.52,0.71,Low,0.25,0,0.72,0.0,Mid-level PM,Defined,High,Good,N/A,Cost-Plus,Medium,High,First-time,None,Basic,Fully Remote,Excellent,1,3,1.0,High
PROJ_1594,Construction,38,2244476.65,33,8.89,19,Waterfall,Senior,2,5,1.26,Initiation,Moderate,0.54,0.56,2,1.38,Medium,New,1,Poor,0.0,0.97,Moderate,Mixed,0.31,2.82,0.84,Medium,2.16,4,0.61,0.0,Senior PM,Managed,Medium,Moderate,N/A,Hybrid,Medium,High,Occasional,Basic,Formal,Fully Remote,Excellent,3,10,1.0,Critical
PROJ_1595,Marketing,11,715732.6,13,4.64,9,Kanban,Expert,4,1,0.62,Execution,Moderate,0.11,0.6,2,10.0,High,Expert,3,High,0.0,0.84,Moderate,External,0.26,7.95,0.82,High,2.19,7,0.74,0.0,Certified PM,Managed,High,Excellent,N/A,Fixed-Price,Low,Moderate,Strategic,Basic,Formal,Hybrid,Excellent,4,5,1.0,Low
